,TV,Radio,Social Media,Influencer,Sales
2402,47.0,18.40910552,9.195497391,Nano,167.7398014
2403,99.0,28.18236541,4.826003841,Mega,353.00322339999997
2404,36.0,5.402287105,6.9496263560000004,Macro,126.94022079999999
2405,68.0,19.53554781,2.0562703780000002,Micro,245.0828176
2406,66.0,24.70953165,3.145122616,Macro,238.7796641
2407,31.0,13.19716034,2.334421349,Nano,109.68320770000001
2408,36.0,0.066122663,0.9473597229999999,Micro,129.7243214
2409,61.0,28.09411494,4.630805282,Mega,215.59148330000002
2410,43.0,22.95583839,3.316618583,Micro,153.53832309999999
2411,23.0,2.8227398,2.647984558,Nano,82.07620152
2412,100.0,34.4882046,9.18719983,Mega,360.40005279999997
2413,41.0,19.71084564,2.568993237,Mega,144.5375994
2414,95.0,35.2543515,7.879232437000001,Micro,337.46517339999997
2415,60.0,11.36731934,0.820350637,Micro,213.48265099999998
2416,43.0,18.7292892,2.593969187,Macro,156.53900380000002
2417,24.0,14.37081327,0.12691881300000002,Micro,87.31981905
2418,97.0,35.15147481,10.61089545,Mega,345.5068264
2419,21.0,2.5351551430000003,0.809429431,Macro,75.1029808
2420,28.0,11.13920205,3.30620113,Micro,103.420816
2421,51.0,12.40537883,2.253725276,Mega,182.6411494
2422,49.0,17.4557372,3.492273273,Macro,170.7516549
2423,93.0,31.41990627,6.764271255,Micro,334.04139169999996
2424,65.0,27.45177105,4.551897382,Macro,235.7711887
2425,47.0,4.139878602,1.573396939,Macro,164.27367980000002
2426,36.0,6.743957107000001,1.708179361,Micro,129.0150235
2427,42.0,17.86317794,4.313004614,Macro,152.6021862
2428,46.0,15.49217812,1.251590075,Macro,164.1988926
2429,10.0,1.1799665990000001,0.9397886740000001,Mega,34.20517016
2430,96.0,29.50164045,4.919930365,Macro,344.09006969999996
2431,73.0,28.055282000000002,3.205905832,Micro,261.07903650000003
2432,92.0,31.49086179,2.679171631,Micro,328.5020583
2433,100.0,30.35892668,5.1960905539999995,Macro,352.3043995
2434,54.0,26.53273409,4.434096476000001,Nano,193.26101509999998
2435,71.0,19.47415695,4.433751453999999,Nano,252.0522656
2436,31.0,10.97590334,0.973358699,Micro,103.1601824
2437,69.0,26.58051398,5.179786502,Mega,247.6436233
2438,92.0,27.35483097,6.16496891,Mega,325.1388659
2439,10.0,5.134350235,0.6898106740000001,Micro,36.81113686
2440,90.0,34.376983200000005,5.298158719,Mega,321.4109157
2441,71.0,35.11346181,4.409213287,Mega,255.79712090000004
2442,100.0,31.42083841,2.9241027,Micro,357.5871303
2443,15.0,4.953746366,0.903951533,Nano,50.81086695
2444,79.0,27.34613781,4.091102903,Nano,284.7784983
2445,26.0,1.995924359,0.16733789400000001,Nano,90.95073418
2446,87.0,32.39081231,2.967629819,Nano,310.9883193
2447,73.0,25.82738523,6.636373592000001,Macro,261.1560387
2448,53.0,13.90281276,0.50415037,Micro,188.0267689
2449,28.0,8.175976358,0.989815074,Macro,98.66788298
2450,54.0,18.49857849,2.407925531,Nano,193.3407786
2451,73.0,30.78177788,4.857009064,Mega,262.5100901
2452,55.0,10.70403354,3.313741031,Macro,192.2201481
2453,69.0,20.65784983,3.72670806,Macro,245.80373540000002
2454,29.0,20.19454619,4.2637129069999995,Macro,107.7477433
2455,77.0,34.01181552,4.378510541,Nano,279.7063419
2456,44.0,19.87737672,2.927407367,Mega,151.10130719999998
2457,55.0,21.06207556,3.82003968,Micro,193.60957280000002
2458,24.0,7.225799684,1.333769168,Macro,81.65390429
2459,18.0,9.088533067,2.109127791,Micro,63.82023463
2460,80.0,17.03688921,0.749839536,Nano,285.03750099999996
2461,40.0,18.00291183,3.036473483,Mega,142.3331263
2462,59.0,15.50264678,2.655940387,Nano,213.43626949999998
2463,80.0,21.63872186,4.977302203,Nano,283.9177917
2464,35.0,10.02438885,0.033313202,Nano,125.5127538
2465,21.0,11.11699915,0.298541858,Nano,75.67241818
2466,86.0,19.98864888,1.2272314690000001,Nano,302.16014920000003
2467,95.0,33.30369314,5.2757598119999995,Macro,335.74030310000006
2468,34.0,7.666725668,0.319328304,Nano,125.84165619999999
2469,22.0,9.616684504,4.0675060169999995,Nano,76.62726351
2470,89.0,22.98771862,2.588135171,Mega,322.9763253
2471,83.0,30.25054026,5.5311094,Macro,296.709142
2472,54.0,18.67618628,7.608255903,Mega,188.9638766
2473,69.0,23.47473707,5.622279813,Micro,243.0745221
2474,86.0,30.68348155,2.984064744,Nano,302.816704
2475,94.0,22.11973254,2.528224806,Macro,331.4718283
2476,13.0,7.486313376,3.155098432,Macro,49.456640500000006
2477,90.0,27.873592499999997,5.378532398,Micro,317.4466236
2478,11.0,3.53866401,0.828501974,Nano,41.48489864
2479,85.0,31.13707294,7.574485845,Nano,304.7830071
2480,37.0,20.496238899999998,0.8425903,Micro,129.70006170000002
2481,16.0,10.86123463,2.575875195,Macro,51.93438844
2482,86.0,33.99132588,4.794126578999999,Nano,310.35039589999997
2483,27.0,2.8381522230000003,0.755762023,Nano,98.34374047
2484,35.0,3.862101912,1.207369381,Micro,124.60616270000001
2485,16.0,6.067807963,1.960487823,Nano,60.3119441
2486,98.0,33.64967765,5.078640803,Micro,348.7073438
2487,66.0,24.66717022,6.205361221,Mega,236.47994920000002
2488,34.0,18.30838926,4.750979211000001,Nano,118.29336370000001
2489,66.0,27.96404564,5.055596363,Nano,232.2652984
2490,48.0,15.83879227,4.4686919419999995,Micro,169.2070647
2491,65.0,22.51872325,2.1261386630000003,Micro,227.3957651
2492,54.0,12.49816459,1.463925159,Micro,192.41042769999999
2493,89.0,30.08565306,4.965533461000001,Nano,314.483948
2494,24.0,3.7452634810000003,1.877094065,Mega,83.40241283
2495,83.0,17.02920312,4.591346122,Micro,299.6631813
2496,64.0,14.19845566,3.6319625639999997,Nano,231.76426370000001
2497,48.0,6.591213206,0.763794602,Macro,168.0750508
2498,97.0,32.366117100000004,2.5495910509999997,Nano,351.7904738
2499,10.0,3.378004965,2.388981177,Mega,33.74191884
2500,89.0,39.10625599,8.950138985,Macro,316.1863507
2501,12.0,1.9880667330000001,2.637867593,Mega,43.69948833
2502,35.0,10.33273313,2.29723655,Mega,125.0580855
2503,26.0,12.59696072,2.1033484330000003,Micro,91.81486029
2504,60.0,29.23658685,8.323847071,Nano,210.12164080000002
2505,84.0,28.25824209,4.849899418,Mega,298.1240103
2506,36.0,13.68058332,2.5035541169999997,Macro,125.81724469999999
2507,82.0,22.66547098,2.9265569780000003,Mega,291.83719489999993
2508,67.0,22.5334402,1.805945665,Nano,241.3052379
2509,34.0,16.00345822,5.979958691,Micro,117.57679240000002
2510,73.0,27.55549019,2.9270524339999997,Micro,258.4451317
2511,100.0,37.14666656,6.341597116,Nano,355.10939110000004
2512,11.0,0.675873706,3.25992037,Mega,39.78232893
2513,53.0,12.02782682,0.297664101,Macro,184.10059019999997
2514,13.0,8.222252441,0.500016101,Mega,45.41847675
2515,50.0,17.54113274,4.5152529889999995,Nano,180.1869834
2516,82.0,35.19842223,5.380117436,Mega,290.437967
2517,43.0,26.13090993,8.160684173,Micro,157.4749203
2518,22.0,10.88647478,1.949233449,Micro,78.92808435
2519,42.0,15.31567266,0.605210374,Nano,145.500278
2520,66.0,21.37608291,4.584668421,Micro,236.5744786
2521,92.0,31.23012284,7.4789344820000005,Nano,330.3909663
2522,71.0,27.63860309,6.434458431,Macro,251.97983050000002
2523,48.0,16.11600234,1.6981853180000002,Mega,168.00503490000003
2524,12.0,12.10063922,2.98563609,Macro,42.68958063
2525,20.0,10.17960343,1.182064453,Nano,69.84162145
2526,11.0,7.633014867000001,4.595993855,Macro,40.91116356
2527,36.0,4.91886598,0.39581294,Nano,127.4281858
2528,50.0,14.21822384,2.842302575,Mega,179.49876369999998
2529,39.0,12.28524638,0.224403383,Micro,131.8205648
2530,58.0,14.92296684,4.218225759,Mega,207.7139558
2531,77.0,28.06805667,4.9327825480000005,Micro,274.1199892
2532,51.0,18.27354261,4.86975182,Nano,177.24354069999998
2533,48.0,15.19533858,0.735757833,Nano,168.7684729
2534,25.0,11.09126345,0.95375194,Mega,88.89038327
2535,31.0,5.381640531,0.013626625,Micro,102.58356690000001
2536,86.0,22.55656827,3.67613635,Mega,303.71664260000006
2537,77.0,27.85366422,4.1633429369999995,Macro,275.028505
2538,79.0,20.13887118,1.7067978819999998,Micro,279.9790285
2539,32.0,13.33536154,2.3440506919999997,Nano,116.1443174
2540,19.0,2.386864323,0.60145585,Micro,63.176074899999996
2541,98.0,37.59513773,5.830734367000001,Micro,350.39792630000005
2542,35.0,1.593057415,2.974800702,Mega,128.4690345
2543,59.0,26.02847298,5.427977765,Micro,215.7912974
2544,80.0,31.97400407,6.8890137000000005,Macro,288.9961214
2545,52.0,19.74043808,3.888113029,Micro,183.6277168
2546,20.0,3.31555073,0.424423006,Micro,71.75423315
2547,16.0,8.801618847,1.652085483,Mega,58.15906088
2548,97.0,31.55107466,5.170242248,Macro,350.09088260000004
2549,13.0,0.014486493999999999,1.47170989,Micro,45.03232579
2550,41.0,11.93316821,0.379865341,Nano,144.6284015
2551,31.0,6.751330815,0.436407096,Micro,109.4019308
2552,38.0,6.215195866,5.315751143,Mega,138.3211236
2553,40.0,10.13915927,0.323433508,Macro,141.588694
2554,92.0,30.38715716,5.554089658,Mega,328.955878
2555,85.0,32.63667971,6.619127623,Macro,304.419999
2556,29.0,5.147269556,0.5156745110000001,Macro,106.9499394
2557,51.0,27.16698915,1.952594516,Micro,185.1461543
2558,80.0,27.73499051,5.223389145,Nano,285.4256742
2559,23.0,13.72417939,0.403192075,Macro,85.07028547
2560,82.0,26.52121969,8.80643288,Macro,295.120769
2561,79.0,18.80024331,3.0901055630000003,Macro,280.469538
2562,88.0,29.88066383,3.1441832130000003,Mega,314.20503239999994
2563,18.0,9.081157279,2.338192893,Mega,65.65345809
2564,58.0,9.560125465,1.010489382,Micro,206.4083305
2565,40.0,17.98433334,1.719860401,Nano,144.9588328
2566,78.0,26.62195735,3.352122062,Mega,282.0505985
2567,34.0,9.997653398999999,3.0827625530000002,Micro,119.1270308
2568,47.0,18.99043686,2.7142179769999997,Micro,168.0814469
2569,18.0,8.991212405,0.950586255,Micro,62.63569997
2570,65.0,26.21705634,5.481302027999999,Macro,228.01814480000004
2571,21.0,5.777996595,0.34254194600000004,Mega,66.49664423
2572,84.0,29.83428924,2.578412201,Micro,296.14223569999996
2573,22.0,5.55931568,2.410001518,Micro,80.30333838
2574,85.0,34.1858967,3.8827994919999997,Macro,301.1306898
2575,48.0,21.10276132,1.895651693,Mega,166.6313611
2576,21.0,9.169823519,0.06727886200000001,Nano,73.88883844
2577,42.0,12.58996505,1.843294988,Macro,145.30787469999999
2578,26.0,6.527093405,4.829395036,Macro,89.66739821
2579,33.0,13.92505939,3.0294508510000004,Micro,113.96436170000001
2580,11.0,6.886104823999999,3.476852778,Macro,37.11199279
2581,44.0,11.41018973,2.206969456,Mega,156.3562456
2582,41.0,7.2750717510000005,3.5736201960000002,Nano,143.3844892
2583,77.0,34.14759364,6.433184713999999,Macro,270.34898050000004
2584,40.0,13.81986703,1.308923021,Mega,142.174681
2585,35.0,11.02127115,2.528031813,Nano,123.12585039999999
2586,43.0,15.50500023,2.07810808,Macro,149.1630186
2587,79.0,27.44053749,2.9432916469999997,Mega,276.9901608
2588,25.0,15.02863648,1.6086189919999998,Nano,88.14692956
2589,46.0,9.020878057000001,1.983441738,Micro,162.2787476
2590,37.0,10.00031472,0.039404657,Mega,132.621346
2591,45.0,20.19360374,4.269134455,Micro,158.8948494
2592,27.0,8.827911582,3.775343168,Nano,93.1858473
2593,21.0,7.138058437000001,2.684297188,Nano,73.52872631
2594,36.0,20.90492829,1.336251172,Nano,129.4954835
2595,15.0,0.23343848600000003,0.44392485,Micro,48.34134583
2596,82.0,31.21632112,5.677709042,Mega,290.9593633
2597,63.0,12.93722066,3.647490817,Macro,228.00067149999998
2598,80.0,20.53619813,4.65380506,Nano,288.3128639
2599,34.0,13.051953,2.3813561219999997,Macro,123.30312190000001
2600,39.0,9.448712197999999,0.656320737,Nano,133.3903142
2601,83.0,28.35233604,3.111934148,Macro,302.2268785
2602,75.0,26.68858037,7.527451339,Nano,267.6007639
2603,96.0,28.69482119,1.184927259,Macro,347.6217435
2604,85.0,31.35910881,3.82809637,Mega,304.4568708
2605,23.0,0.841225477,0.663195999,Mega,82.48651058
2606,88.0,25.32678512,5.1335719289999995,Macro,311.6614353
2607,39.0,9.429549985,0.6171807970000001,Micro,138.26770259999998
2608,17.0,9.739491458,3.319238042,Nano,60.70006263
2609,23.0,14.910145300000002,3.2470833389999996,Mega,80.12635487
2610,38.0,16.35728777,0.910704373,Nano,131.0122933
2611,67.0,22.27987654,2.004705935,Nano,241.65680550000002
2612,70.0,21.05815129,5.146705872,Macro,249.8114662
2613,62.0,23.88464708,4.74068007,Mega,219.8811188
2614,55.0,19.36532701,7.680491394,Macro,193.5565201
2615,75.0,22.15841736,2.535527683,Mega,263.5079422
2616,87.0,30.68709234,1.275253398,Nano,310.8153236
2617,45.0,15.74523453,0.344629786,Micro,157.924518
2618,86.0,18.58905369,2.780680191,Micro,304.95111319999995
2619,80.0,25.32034737,6.524476741,Mega,288.30309839999995
2620,36.0,11.66355563,0.421868807,Micro,130.1610471
2621,41.0,14.35188944,3.039988379,Micro,147.3946664
2622,89.0,32.18271929,3.7912520560000003,Macro,316.54003439999997
2623,32.0,9.634628021000001,4.311247152,Macro,117.1260827
2624,95.0,22.10773802,0.785405303,Micro,344.8519006
2625,80.0,24.53154648,5.517524788999999,Nano,286.0021775
2626,56.0,22.82931149,6.750361981,Micro,196.5688926
2627,36.0,1.5465445580000001,0.259152416,Micro,128.34165890000003
2628,92.0,32.50731066,6.995889112,Nano,331.02383960000003
2629,54.0,18.12225321,6.685431919,Nano,194.03581530000002
2630,16.0,6.7178376779999995,2.14724259,Micro,57.62621438
2631,11.0,6.3279310429999995,1.110666769,Macro,40.16005595
2632,58.0,14.52240349,2.871804552,Mega,209.89500040000001
2633,12.0,4.55390149,0.028845079,Macro,44.26360954
2634,27.0,17.84797223,3.7328823819999997,Mega,95.68459403
2635,14.0,7.528707085,0.62760563,Nano,54.68936909
2636,63.0,24.27373202,2.8363249039999996,Micro,220.86358790000003
2637,57.0,18.014148199999998,1.533416779,Nano,202.3870613
2638,31.0,9.288699517000001,4.01258944,Nano,112.3453068
2639,49.0,16.93806801,0.071734979,Macro,175.9464773
2640,32.0,14.48421832,0.612035667,Micro,112.9942153
2641,86.0,30.92426092,4.636847457,Mega,304.5374673
2642,17.0,9.465577577000001,3.693051043,Nano,63.82033234
2643,34.0,12.55262291,1.431271991,Micro,118.9983017
2644,69.0,23.383083499999998,6.09007978,Macro,246.87541159999998
2645,40.0,13.50408741,1.5672662,Mega,139.0751487
2646,80.0,27.563669899999997,1.277631295,Micro,284.0579455
2647,70.0,25.22857993,1.980812384,Mega,251.403637
2648,36.0,19.24574054,0.22996229399999998,Mega,123.30723
2649,21.0,4.015279347,0.073865848,Macro,73.51436294
2650,90.0,32.26545634,5.473180079,Micro,317.3858125
2651,18.0,6.770558287999999,0.753333515,Macro,69.64708343
2652,22.0,16.95506909,3.637021955,Micro,78.03576719
2653,72.0,15.43129391,3.0068253169999997,Macro,258.0288425
2654,44.0,16.48492471,1.282186653,Micro,157.0058879
2655,89.0,31.37888985,3.74603739,Mega,318.7830508
2656,89.0,33.22895595,5.27459422,Macro,321.27739249999996
2657,60.0,23.78188165,1.048029693,Nano,213.2724719
2658,42.0,9.080773683,3.203523671,Nano,146.9101496
2659,82.0,27.29885728,2.750432923,Mega,289.5230097
2660,98.0,32.90246875,4.878579353,Nano,349.54060630000004
2661,87.0,30.91030003,7.642073562999999,Micro,310.8008998
2662,72.0,29.09432783,4.46136209,Macro,256.1411528
2663,57.0,22.68934587,4.243392228,Nano,200.78435249999998
2664,45.0,15.75354548,0.714255601,Micro,157.6297256
2665,15.0,6.092326337,2.210370127,Mega,53.90032049999999
2666,21.0,17.18990789,0.237534685,Macro,73.14737548
2667,99.0,27.32209399,2.769970013,Macro,351.3896605
2668,33.0,14.23628106,1.756967978,Macro,118.7427187
2669,28.0,12.27441919,0.32351550100000004,Nano,95.35275739
2670,43.0,8.871398971,3.545252188,Macro,154.0226563
2671,13.0,4.450937443,3.332875723,Macro,46.04861925
2672,14.0,10.43400455,2.627862541,Micro,49.622909899999996
2673,63.0,23.04076574,5.078547759,Micro,225.4093744
2674,39.0,13.19598147,0.423432855,Macro,139.1971639
2675,21.0,3.5805800519999997,0.16520785699999999,Macro,74.51676782
2676,64.0,20.972244800000002,2.5877632090000002,Macro,230.6616991
2677,57.0,20.73205864,5.623284527999999,Mega,207.4863233
2678,84.0,26.76644607,3.817537409,Mega,294.202871
2679,92.0,33.39604904,4.480487867,Nano,321.7504669
2680,58.0,19.60865788,2.15523984,Macro,210.45848959999998
2681,40.0,9.006915909,1.5755425580000002,Macro,139.5806481
2682,70.0,21.17876903,1.7001454130000002,Macro,250.4826895
2683,20.0,7.518263983,1.381464824,Nano,68.42501013
2684,60.0,17.69173462,3.241365169,Nano,216.0789617
2685,95.0,26.52648147,7.958528174,Micro,336.36915730000004
2686,50.0,14.19652687,0.13782782300000002,Mega,174.87406769999998
2687,100.0,33.56740156,6.740516963999999,Macro,353.62205339999997
2688,89.0,25.80629941,0.7885234590000001,Macro,316.70944860000003
2689,47.0,8.019407584,0.780992605,Micro,163.56690519999998
2690,47.0,15.70133839,0.377178568,Nano,172.14120580000002
2691,70.0,25.91833389,4.768469714,Nano,252.10675780000003
2692,29.0,8.503710547,3.662492615,Macro,101.74612459999999
2693,64.0,13.13494165,2.703723754,Micro,223.5338943
2694,77.0,29.75675332,3.1564609010000004,Macro,279.061514
2695,50.0,18.263056699999996,4.050816325,Mega,180.44240109999998
2696,21.0,17.19214314,1.8944521330000001,Micro,77.19592466
2697,69.0,25.03470033,9.204856494,Macro,239.5680872
2698,65.0,26.47185629,6.4271136570000005,Nano,233.84310019999998
2699,30.0,10.302725099999998,3.030377184,Micro,108.1222192
2700,46.0,20.35389675,3.989674716,Macro,165.8408051
2701,61.0,23.62333336,0.38692271200000006,Mega,219.38983149999999
2702,72.0,17.98193992,1.675082402,Micro,248.80237889999998
2703,39.0,14.01695152,3.105424638,Nano,142.3453845
2704,97.0,32.49473058,6.186571761000001,Macro,347.87761560000007
2705,87.0,38.17605375,6.963602725,Mega,307.41632599999997
2706,89.0,32.45209007,4.445174089,Micro,324.58927689999996
2707,36.0,7.734769762000001,1.820901371,Micro,124.7621206
2708,60.0,19.08371682,2.884634332,Nano,211.6521752
2709,19.0,12.66996639,1.461187917,Mega,69.7213785
2710,24.0,12.87917212,0.5698480929999999,Nano,84.35561875
2711,56.0,25.10714076,7.154155755,Mega,201.3638581
2712,66.0,17.00947877,6.048201516000001,Macro,240.4988996
2713,91.0,31.57090079,5.354754236000001,Nano,331.86717430000004
2714,65.0,13.28316032,1.0424979140000001,Nano,234.95362459999998
2715,56.0,20.55128397,1.437485088,Micro,200.475809
2716,21.0,9.726088372000001,0.863382785,Nano,75.92780039
2717,52.0,17.23864858,7.172554439,Nano,188.96348030000001
2718,36.0,10.56614422,2.638889554,Mega,128.41659429999999
2719,79.0,25.06755404,3.429945412,Mega,285.761592
2720,74.0,21.60479931,4.666188365,Macro,261.4717905
2721,84.0,26.41066438,5.163949549,Nano,298.97119419999996
2722,51.0,18.95737635,2.877555299,Macro,183.4840455
2723,20.0,4.218479595,2.0926801619999997,Micro,68.12363535
2724,20.0,12.22988349,5.542360445,Micro,75.93383288
2725,45.0,17.45057273,3.797949477,Micro,156.7943081
2726,63.0,20.35692774,1.927395643,Nano,222.5016725
2727,82.0,27.116568599999997,4.626630461,Mega,291.5314175
2728,43.0,13.70486746,2.218968013,Nano,151.2688729
2729,10.0,2.563279595,2.1943263930000003,Nano,36.91917963
2730,28.0,6.698580072,2.975868625,Mega,97.08322836
2731,96.0,25.73667837,4.1793660169999995,Nano,346.9400122
2732,21.0,4.1922988839999995,1.011604124,Micro,75.3411398
2733,41.0,4.510233003,0.6515819660000001,Mega,148.9073606
2734,69.0,31.30100477,4.080001577,Nano,247.95514559999998
2735,64.0,22.1945826,3.116904294,Macro,228.6388175
2736,81.0,29.09884013,3.436515796,Nano,288.83540780000004
2737,91.0,27.36025947,6.603772501,Micro,320.46733969999997
2738,84.0,29.65912031,5.892874671,Nano,300.3318396
2739,93.0,37.70803265,6.43094939,Macro,326.2649816
2740,99.0,33.42960304,6.443252612,Macro,353.46916
2741,70.0,23.21694607,4.2026484360000005,Micro,250.2521525
2742,90.0,28.38052047,4.338469575,Nano,318.6274849
2743,34.0,3.9741769139999996,2.8788660139999998,Nano,117.62089979999999
2744,26.0,2.170693374,0.057924027,Macro,91.76813254
2745,64.0,14.49372202,0.737132129,Micro,228.6705497
2746,97.0,38.2427277,7.11700822,Micro,350.1140371
2747,73.0,30.28290663,4.22436639,Nano,260.25468670000004
2748,54.0,22.93800806,0.049662684000000006,Nano,188.4611145
2749,18.0,3.398236382,0.9051166429999999,Macro,64.50258019
2750,38.0,12.25305035,2.427705252,Micro,137.9207634
2751,43.0,10.06244907,0.24725853,Nano,154.89176619999998
2752,38.0,21.82640897,2.802768211,Nano,132.72694579999998
2753,79.0,17.97181312,1.541124943,Micro,281.53427660000006
2754,63.0,28.52795281,3.168882093,Macro,224.4662398
2755,28.0,7.273574298,2.9626817439999997,Macro,105.7328925
2756,33.0,13.34990619,1.461002855,Nano,116.1267135
2757,96.0,34.65952748,2.733309859,Macro,342.4983937
2758,47.0,17.98768499,4.832000332,Mega,169.7770916
2759,63.0,19.28371879,0.481806199,Nano,224.1129616
2760,82.0,29.49738981,6.111231603999999,Micro,291.31949080000004
2761,48.0,18.011691199999998,5.942587756,Macro,164.70087759999998
2762,82.0,28.75451711,1.621090004,Mega,291.32403189999997
2763,31.0,9.926309363,2.270709178,Macro,112.4931128
2764,18.0,9.714072444,3.383355406,Mega,65.42069676
2765,30.0,5.232195406000001,2.164882999,Macro,101.293761
2766,20.0,4.307579249,0.047124005999999996,Mega,72.18106625
2767,29.0,7.868453405,1.9606437280000002,Nano,99.31009056
2768,15.0,5.13906928,1.55848132,Micro,52.29844801
2769,74.0,16.77799061,2.297885997,Macro,261.21713930000004
2770,23.0,13.31099098,0.731708591,Nano,76.32136362
2771,81.0,24.00579144,3.774497494,Micro,287.93214910000006
2772,83.0,34.68510091,10.030243800000001,Mega,298.6394097
2773,69.0,23.61530268,5.555739478,Macro,246.13760930000004
2774,10.0,0.8588099090000001,3.621606085,Mega,36.88229796
2775,94.0,30.40243066,5.207841441,Micro,336.1680912
2776,37.0,12.26220119,0.43813494,Macro,136.55617949999998
2777,11.0,4.205790339,3.05864083,Mega,38.63419974
2778,98.0,25.83842228,6.986829857999999,Micro,353.13399780000003
2779,63.0,23.56384635,7.89715201,Macro,225.16119840000002
2780,24.0,7.225160542999999,0.00131539,Macro,86.45386027
2781,33.0,11.22418965,5.585571387000001,Mega,115.0606852
2782,25.0,6.289604837000001,1.761397829,Nano,89.58970992
2783,43.0,15.69550209,4.621334711,Nano,156.95933259999998
2784,52.0,15.70165246,3.943078855,Macro,184.8832065
2785,87.0,24.95177785,1.015740835,Nano,303.8782625
2786,68.0,29.19533041,8.045763532999999,Nano,245.6391876
2787,90.0,32.32648182,5.609706527,Mega,322.00023839999994
2788,62.0,16.44434995,7.48999682,Nano,217.9190051
2789,46.0,13.979244699999999,0.891245828,Macro,162.96996049999998
2790,96.0,22.75135338,8.688003416,Nano,345.89389589999996
2791,77.0,16.07402028,2.696286698,Nano,274.9318537
2792,90.0,30.48464888,5.005497564,Mega,316.4611153
2793,83.0,23.07633733,0.8310793559999999,Micro,291.96244069999995
2794,19.0,5.2632057660000005,1.2514059370000001,Mega,71.44251373
2795,27.0,14.12523976,0.41704842200000003,Mega,95.88047198
2796,42.0,15.64684698,1.920959216,Nano,151.0697358
2797,62.0,17.037469199999997,1.7785921759999999,Mega,222.0800056
2798,64.0,19.21061664,3.087815141,Macro,221.7316739
2799,87.0,27.73488768,3.6360005689999997,Micro,315.3186484
2800,28.0,13.16871546,1.8730448430000002,Mega,99.09562263
2801,11.0,2.588070098,0.331165434,Mega,37.48139169
2802,60.0,22.402894399999997,5.276295758,Nano,212.4985828
2803,28.0,7.949128866000001,0.926508325,Mega,102.8151161
2804,54.0,19.27265847,1.3020072520000001,Micro,194.3564249
2805,66.0,32.8621864,8.186191406,Mega,238.0688324
2806,35.0,15.25354503,0.935726218,Macro,123.65618590000001
2807,76.0,30.702257899999996,6.693904146,Micro,267.5219901
2808,62.0,23.67422982,3.3630633569999997,Micro,218.99984959999998
2809,54.0,12.98134935,2.751051575,Macro,194.09550149999998
2810,39.0,10.98094871,1.069789208,Nano,135.8889695
2811,79.0,24.33346963,4.355745346,Mega,283.12520939999996
2812,70.0,20.77717376,2.831544226,Macro,245.24272030000003
2813,75.0,25.67494111,2.394660585,Macro,267.17901040000004
2814,53.0,18.85081371,4.566440958,Micro,186.93564619999998
2815,23.0,6.721845062000001,1.3676904719999998,Nano,82.43756501
2816,43.0,23.36300311,3.930571161,Macro,146.2867782
2817,24.0,7.16376032,3.215148198,Micro,87.76036175
2818,26.0,5.928308617000001,2.03273826,Micro,85.56280693
2819,49.0,13.50306851,0.392220254,Micro,172.79517019999997
2820,33.0,10.15050712,2.311200267,Nano,118.2267883
2821,59.0,21.29972944,6.145551611,Mega,209.5601139
2822,76.0,25.09598285,3.588906021,Mega,272.4213353
2823,100.0,32.14820776,7.565099552,Micro,362.0421229
2824,96.0,37.91634195,5.8178798160000005,Mega,335.9666885
2825,23.0,6.662270909,0.142948635,Nano,83.41535689
2826,68.0,20.85748443,5.305812168,Nano,244.63351859999997
2827,20.0,5.063964906,0.037356943999999996,Micro,66.38544197
2828,61.0,24.66406819,0.643440065,Micro,223.2473066
2829,56.0,9.690666538,2.55275792,Nano,196.07863269999999
2830,29.0,16.79919436,4.279003862,Micro,101.9046011
2831,31.0,7.985636206000001,0.789064,Mega,112.9525763
2832,29.0,9.850775833,1.774849524,Nano,96.69435801
2833,82.0,34.76779038,4.2480448289999995,Micro,292.1774167
2834,78.0,26.53771888,3.961284729,Macro,280.8588623
2835,99.0,30.66885609,4.401725906999999,Nano,351.4211477
2836,99.0,34.51295267,4.817666841,Macro,347.6723383
2837,46.0,15.55341525,1.6488870009999999,Mega,161.7368695
2838,37.0,15.55091019,0.381845418,Nano,130.3841296
2839,67.0,33.47845174,6.272878542000001,Macro,233.13823650000003
2840,82.0,21.68701274,2.537905135,Nano,290.618183
2841,42.0,9.381876981,3.464095033,Mega,147.4870688
2842,22.0,13.32653424,3.4708410689999996,Micro,80.42495159
2843,73.0,22.36101534,2.23634963,Nano,262.5974491
2844,41.0,7.125223319,1.156608183,Mega,148.2257628
2845,100.0,44.56040957,8.470339644,Nano,357.0924872
2846,29.0,8.712061917,2.585117315,Macro,104.7124537
2847,19.0,10.61709956,1.2777206159999999,Macro,68.24392705
2848,37.0,5.580487692999999,4.347285454,Macro,134.4459731
2849,45.0,9.016529466,2.7795577999999996,Micro,157.40586869999998
2850,51.0,19.316069600000002,3.605940065,Macro,184.69981
2851,100.0,39.30321723,7.077221972,Micro,355.8951039
2852,56.0,15.38414712,1.6183853330000002,Mega,197.2730126
2853,23.0,3.510261265,1.060978149,Micro,84.48658764
2854,100.0,30.43535718,5.012795155,Mega,353.8381927
2855,16.0,5.768998355,0.16773248300000002,Macro,58.28261531
2856,95.0,33.7322487,2.828376137,Micro,337.15502189999995
2857,18.0,3.9981450830000003,0.550344488,Mega,62.53463829
2858,94.0,32.16264869,4.1788490519999995,Mega,336.5236729
2859,58.0,23.29102567,1.819778353,Macro,202.3545385
